Strategy,Avg. Baseline %HITS@N,Avg. Reform %HITS@N,% Imp. %HITS@N,Avg. Baseline MAP,Avg. Reform MAP,% Imp. MAP,Avg. Baseline MRR,Avg. Reform MRR,% Imp. MRR
BLIZZARD--TITLE+OTHER+T_S2R+T_EB,0.2279305897,0.2658985124,0.1665766879,0.058586386,0.0853235033,0.456370823,0.0744906485,0.1084409554,0.4557660274
BLIZZARD--OTHER+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2658886349,0.1665333522,0.058586386,0.085924791,0.4666340901,0.0744906485,0.1089450009,0.4625325877
BLIZZARD--T_OB+OTHER+S2R+CODE+EB,0.2279305897,0.2658840377,0.1665131828,0.058586386,0.0859808969,0.467591752,0.0744906485,0.1092004897,0.4659623979
BLIZZARD--TITLE+T_OB+OTHER+S2R+T_EB,0.2279305897,0.2658676358,0.1664412231,0.058586386,0.0856492535,0.4619309924,0.0744906485,0.1085037568,0.4566091042
BLIZZARD--T_OB+T_TITLE+S2R+CODE,0.2279305897,0.2658637507,0.1664241781,0.058586386,0.0874746604,0.4930885199,0.0744906485,0.1127720042,0.513908209
BLIZZARD--OB+OTHER+T_TITLE+S2R+EB,0.2279305897,0.2658355119,0.1663002857,0.058586386,0.0855240208,0.4597934184,0.0744906485,0.1087153873,0.4594501395
BLIZZARD--T_OTHER+S2R+CODE+T_EB,0.2279305897,0.265786782,0.166086493,0.058586386,0.086181472,0.4710153305,0.0744906485,0.1094465629,0.4692658089
BLIZZARD--T_OTHER+T_S2R+EB,0.2279305897,0.2657691278,0.1660090389,0.058586386,0.0855337415,0.4599593402,0.0744906485,0.1087149678,0.4594445077
BLIZZARD--OB+OTHER+T_TITLE+CODE+T_EB,0.2279305897,0.2657627621,0.1659811106,0.058586386,0.0857705135,0.4640007566,0.0744906485,0.1091294829,0.465009167
BLIZZARD--TITLE+OB+OTHER+T_S2R+T_EB,0.2279305897,0.2657158695,0.1657753787,0.058586386,0.0859350253,0.4668087781,0.0744906485,0.1093884068,0.4684850915
BLIZZARD--OTHER+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2657046846,0.165726307,0.058586386,0.0858034353,0.464562692,0.0744906485,0.1087782835,0.4602944902
BLIZZARD--TITLE+OB+OTHER+S2R+T_EB,0.2279305897,0.2656914234,0.1656681263,0.058586386,0.0859613733,0.4672585064,0.0744906485,0.1088952071,0.4618641311
BLIZZARD--T_OB+T_TITLE+CODE+EB,0.2279305897,0.2656818047,0.1656259261,0.058586386,0.0859264242,0.4666619663,0.0744906485,0.109808111,0.4741194125
BLIZZARD--T_OB+T_OTHER+CODE+EB,0.2279305897,0.2656312014,0.1654039141,0.058586386,0.0854833488,0.4590991964,0.0744906485,0.1091722595,0.4655834212
BLIZZARD--OB+OTHER+S2R+T_EB,0.2279305897,0.2655884682,0.1652164306,0.058586386,0.0855819619,0.4607824046,0.0744906485,0.1085259613,0.4569071887
BLIZZARD--TITLE+OTHER+T_EB,0.2279305897,0.2655790753,0.1651752214,0.058586386,0.0847570743,0.4467025536,0.0744906485,0.1081353421,0.4516633196
BLIZZARD--T_TITLE+T_OTHER+EB,0.2279305897,0.2655578612,0.1650821488,0.058586386,0.0869688434,0.4844548246,0.0744906485,0.1110895694,0.4913223561
BLIZZARD--OB+OTHER+T_TITLE+S2R+T_EB,0.2279305897,0.2655549427,0.1650693442,0.058586386,0.0859848798,0.467659735,0.0744906485,0.1089670642,0.4628287774
BLIZZARD--TITLE+T_OB+OTHER+T_EB,0.2279305897,0.2655534324,0.1650627183,0.058586386,0.0847607485,0.4467652684,0.0744906485,0.1079967659,0.449803003
BLIZZARD--TITLE+T_OTHER+CODE+EB,0.2279305897,0.2655432661,0.1650181157,0.058586386,0.0858696564,0.4656930088,0.0744906485,0.1099571016,0.4761195374
BLIZZARD--T_TITLE+CODE+EB,0.2279305897,0.2655418809,0.1650120383,0.058586386,0.0856932277,0.4626815795,0.0744906485,0.1092487989,0.4666109247
BLIZZARD--TITLE+T_OB+T_OTHER+CODE+EB,0.2279305897,0.2654914598,0.1647908259,0.058586386,0.0855932261,0.4609746715,0.0744906485,0.1096274827,0.4716945671
BLIZZARD--OTHER+T_TITLE+S2R+CODE+EB,0.2279305897,0.2654738949,0.1647137633,0.058586386,0.0859605403,0.467244288,0.0744906485,0.1090201341,0.4635412137
BLIZZARD--T_OB+T_OTHER+T_S2R+CODE,0.2279305897,0.2654446116,0.1645852886,0.058586386,0.0838695649,0.4315538223,0.0744906485,0.1075465567,0.4437591688
BLIZZARD--TITLE+OTHER+CODE+EB,0.2279305897,0.2653930316,0.1643589916,0.058586386,0.0856644606,0.4621905602,0.0744906485,0.1086694063,0.4588328676
BLIZZARD--OB+OTHER+T_TITLE+T_S2R+T_EB,0.2279305897,0.265357467,0.1642029589,0.058586386,0.0857566116,0.4637634675,0.0744906485,0.108896441,0.4618806959
BLIZZARD--TITLE+OTHER+T_S2R+EB,0.2279305897,0.2653568959,0.1642004534,0.058586386,0.0853646239,0.4570727031,0.0744906485,0.1085237211,0.4568771151
BLIZZARD--TITLE+OTHER+S2R,0.2279305897,0.2653552459,0.1641932143,0.058586386,0.0866436353,0.4789039091,0.0744906485,0.1094396353,0.4691728087
BLIZZARD--OTHER+T_S2R+CODE+EB,0.2279305897,0.2653212925,0.1640442505,0.058586386,0.085671317,0.4623075903,0.0744906485,0.1088066714,0.4606755826
BLIZZARD--TITLE+OB+OTHER,0.2279305897,0.265314545,0.1640146476,0.058586386,0.0855024531,0.4594252841,0.0744906485,0.1091538287,0.465335997
BLIZZARD--TITLE+OTHER+S2R+EB,0.2279305897,0.2652900134,0.16390702,0.058586386,0.0854278526,0.458151943,0.0744906485,0.1083766295,0.4549024832
BLIZZARD--TITLE+CODE+EB,0.2279305897,0.2652858988,0.1638889679,0.058586386,0.0856454514,0.4618660945,0.0744906485,0.1089997888,0.463268089
BLIZZARD--T_OB+S2R+T_EB,0.2279305897,0.2652759227,0.1638451997,0.058586386,0.0852827833,0.455675781,0.0744906485,0.1076405204,0.445020584
BLIZZARD--T_TITLE+T_OTHER+CODE+EB,0.2279305897,0.2651481336,0.1632845504,0.058586386,0.0855786704,0.4607262229,0.0744906485,0.1093201592,0.4675689024
BLIZZARD--T_OB+OTHER+T_TITLE+CODE+T_EB,0.2279305897,0.2650868848,0.1630158337,0.058586386,0.0853536788,0.4568858839,0.0744906485,0.1084646338,0.4560838976
BLIZZARD--T_OB+OTHER+T_TITLE+S2R+T_EB,0.2279305897,0.2650535252,0.1628694749,0.058586386,0.0848074985,0.4475632344,0.0744906485,0.107454009,0.4425167612
BLIZZARD--TITLE+OTHER+T_S2R,0.2279305897,0.2650516448,0.1628612252,0.058586386,0.0849683701,0.450309121,0.0744906485,0.1081783303,0.4522404159
BLIZZARD--OTHER+S2R+CODE+T_EB,0.2279305897,0.2650276873,0.1627561166,0.058586386,0.0857157173,0.4630654513,0.0744906485,0.1087802088,0.4603203352
BLIZZARD--TITLE+OTHER+S2R+T_EB,0.2279305897,0.2650168507,0.162708573,0.058586386,0.085491316,0.4592351876,0.0744906485,0.1083131251,0.4540499684
BLIZZARD--T_OB+OTHER+CODE+T_EB,0.2279305897,0.2649930209,0.1626040245,0.058586386,0.0854129721,0.45789795,0.0744906485,0.1086336362,0.4583526714
BLIZZARD--T_OB+OTHER+T_TITLE+T_S2R+T_EB,0.2279305897,0.2649608236,0.1624627655,0.058586386,0.0848498829,0.448286686,0.0744906485,0.1074963667,0.4430853925
BLIZZARD--T_OB+CODE+EB,0.2279305897,0.2649568476,0.1624453215,0.058586386,0.0859178953,0.4665163883,0.0744906485,0.109730468,0.473077094
BLIZZARD--TITLE+T_OB+OTHER+EB,0.2279305897,0.264932025,0.1623364171,0.058586386,0.0845967946,0.44396677,0.0744906485,0.1077216759,0.4461100573
BLIZZARD--OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2648261993,0.1618721279,0.058586386,0.0858350903,0.4651030063,0.0744906485,0.1089108815,0.462074552
BLIZZARD--T_S2R+CODE+T_EB,0.2279305897,0.2648011018,0.1617620176,0.058586386,0.0858018245,0.4645351978,0.0744906485,0.1089267876,0.4622880835
BLIZZARD--TITLE+T_OTHER+CODE+T_EB,0.2279305897,0.264793055,0.1617267142,0.058586386,0.08539367,0.4575684857,0.0744906485,0.1089767114,0.4629582855
BLIZZARD--T_OB+T_TITLE+T_OTHER+CODE+T_EB,0.2279305897,0.2647573985,0.161570278,0.058586386,0.0852404402,0.454953035,0.0744906485,0.1090882815,0.4644560591
BLIZZARD--TITLE+T_OB+OTHER+CODE+EB,0.2279305897,0.2647230054,0.1614193855,0.058586386,0.0857484474,0.4636241142,0.0744906485,0.1088194193,0.4608467171
BLIZZARD--T_TITLE+CODE+T_EB,0.2279305897,0.2646813658,0.1612366998,0.058586386,0.0852217873,0.4546346522,0.0744906485,0.1087275442,0.4596133394
BLIZZARD--T_TITLE+S2R+T_EB,0.2279305897,0.2646810009,0.1612350988,0.058586386,0.0849053339,0.449233168,0.0744906485,0.1074339527,0.4422475155
BLIZZARD--OTHER+S2R+CODE+EB,0.2279305897,0.2646368202,0.161041265,0.058586386,0.0858783177,0.4658408465,0.0744906485,0.1091685551,0.4655336923
BLIZZARD--S2R+CODE+T_EB,0.2279305897,0.2645921767,0.1608454007,0.058586386,0.0858553853,0.4654494167,0.0744906485,0.109038713,0.4637906268
BLIZZARD--OB+OTHER+T_TITLE+S2R,0.2279305897,0.2645828375,0.1608044269,0.058586386,0.085359649,0.4569877872,0.0744906485,0.1078980282,0.4484774988
BLIZZARD--TITLE+OTHER+EB,0.2279305897,0.2645017277,0.1604485736,0.058586386,0.0842493856,0.4380369106,0.0744906485,0.1075019935,0.443160929
BLIZZARD--OB+T_TITLE+S2R,0.2279305897,0.2644742966,0.1603282252,0.058586386,0.0896848938,0.5308145782,0.0744906485,0.1136202179,0.5252950573
BLIZZARD--TITLE+T_OB+T_OTHER+CODE+T_EB,0.2279305897,0.264463718,0.1602818136,0.058586386,0.0854009268,0.4576923512,0.0744906485,0.1092053832,0.4660280907
BLIZZARD--T_OB+T_OTHER+CODE+T_EB,0.2279305897,0.2644558442,0.1602472688,0.058586386,0.0851422065,0.4532763027,0.0744906485,0.108868387,0.4615040843
BLIZZARD--T_OB+OTHER+T_S2R+T_EB,0.2279305897,0.2644294417,0.1601314334,0.058586386,0.0846462574,0.4448110413,0.0744906485,0.107222069,0.4394030813
BLIZZARD--T_OB+OTHER+T_TITLE+T_S2R+EB,0.2279305897,0.2644192866,0.1600868796,0.058586386,0.0850021084,0.4508849951,0.0744906485,0.1078124555,0.4473287273
BLIZZARD--T_OB+OTHER+T_TITLE+S2R+EB,0.2279305897,0.2644045061,0.1600220331,0.058586386,0.0843883882,0.4404095203,0.0744906485,0.1071802817,0.4388421084
BLIZZARD--OB+OTHER+T_EB,0.2279305897,0.2644043797,0.1600214787,0.058586386,0.0830574332,0.417691699,0.0744906485,0.1065006396,0.4297182506
BLIZZARD--T_OB+OTHER+S2R+T_EB,0.2279305897,0.2642378743,0.1592909696,0.058586386,0.0845324145,0.4428678776,0.0744906485,0.1070900414,0.437630677
BLIZZARD--T_TITLE+T_S2R+T_EB,0.2279305897,0.2641513127,0.1589111979,0.058586386,0.0849490747,0.4499797718,0.0744906485,0.1079805949,0.4495859161
BLIZZARD--T_OB+OTHER+S2R+EB,0.2279305897,0.2641500927,0.1589058453,0.058586386,0.0841174689,0.4357852488,0.0744906485,0.1067941684,0.4336587287
BLIZZARD--OTHER+T_TITLE+CODE+T_EB,0.2279305897,0.2640255303,0.1583593524,0.058586386,0.0849812732,0.4505293626,0.0744906485,0.1078850002,0.448302604
BLIZZARD--T_OB+T_OTHER+S2R+CODE,0.2279305897,0.2640227159,0.1583470047,0.058586386,0.085960499,0.4672435829,0.0744906485,0.1100689653,0.4776212521
BLIZZARD--OB+OTHER+T_S2R,0.2279305897,0.2639268344,0.1579263441,0.058586386,0.0848593398,0.4484481049,0.0744906485,0.1080961404,0.4511370574
BLIZZARD--OB+T_EB,0.2279305897,0.2638769691,0.1577075697,0.058586386,0.0864507001,0.4756107334,0.0744906485,0.1078705795,0.4481090132
BLIZZARD--T_TITLE+T_OTHER+CODE+T_EB,0.2279305897,0.2638761656,0.1577040448,0.058586386,0.0855949296,0.4610037476,0.0744906485,0.109168233,0.4655293681
BLIZZARD--OTHER+T_TITLE+T_S2R+T_EB,0.2279305897,0.2637856316,0.1573068449,0.058586386,0.0847107111,0.4459111881,0.0744906485,0.1076418821,0.4450388644
BLIZZARD--T_OB+T_S2R+CODE,0.2279305897,0.2636970745,0.1569183183,0.058586386,0.084781109,0.4471127972,0.0744906485,0.1087084328,0.459356779
BLIZZARD--OTHER+T_TITLE+S2R+T_EB,0.2279305897,0.2636675696,0.1567888713,0.058586386,0.084466718,0.4417465168,0.0744906485,0.1071987111,0.4390895138
BLIZZARD--T_OTHER+CODE+T_EB,0.2279305897,0.2636230846,0.1565937023,0.058586386,0.085450392,0.4585366635,0.0744906485,0.1088725978,0.4615606119
BLIZZARD--TITLE+OTHER+CODE,0.2279305897,0.2633962715,0.155598605,0.058586386,0.085896771,0.466155822,0.0744906485,0.1093069961,0.4673921937
BLIZZARD--T_OB+OTHER+T_TITLE+CODE+EB,0.2279305897,0.2633943604,0.1555902206,0.058586386,0.0855629506,0.4604579041,0.0744906485,0.108638088,0.4584124344
BLIZZARD--T_OB+OTHER+T_S2R+EB,0.2279305897,0.2633418015,0.1553596288,0.058586386,0.0847319505,0.4462737194,0.0744906485,0.1074575025,0.44256366
BLIZZARD--T_TITLE+S2R+CODE,0.2279305897,0.2632386648,0.1549071371,0.058586386,0.0864966216,0.4763945593,0.0744906485,0.1107944934,0.4873611066
BLIZZARD--OB+OTHER+S2R,0.2279305897,0.2632265072,0.154853798,0.058586386,0.0853307661,0.4564947903,0.0744906485,0.1080997351,0.4511853138
BLIZZARD--T_OB+OTHER+T_TITLE+T_S2R+CODE,0.2279305897,0.2632256712,0.1548501302,0.058586386,0.0844547937,0.4415429836,0.0744906485,0.1075123595,0.4433000876
BLIZZARD--OTHER+T_TITLE+T_S2R+EB,0.2279305897,0.2632201176,0.1548257647,0.058586386,0.0848223666,0.4478170151,0.0744906485,0.107823405,0.4474757189
BLIZZARD--OTHER+T_TITLE+CODE+EB,0.2279305897,0.2631913352,0.1546994878,0.058586386,0.0854080613,0.4578141276,0.0744906485,0.1083370589,0.4543712686
BLIZZARD--T_OB+OTHER+CODE+EB,0.2279305897,0.2631457996,0.1544997094,0.058586386,0.0854958222,0.4593121018,0.0744906485,0.1087055914,0.4593186345
BLIZZARD--T_TITLE+T_OTHER+T_EB,0.2279305897,0.263054687,0.154099971,0.058586386,0.0858521847,0.4653947872,0.0744906485,0.1095079741,0.4700902235
BLIZZARD--T_OB+T_TITLE+T_OTHER+S2R,0.2279305897,0.262995145,0.1538387426,0.058586386,0.0865143616,0.476697359,0.0744906485,0.1105273592,0.4837749633
BLIZZARD--OB+OTHER+T_TITLE+T_EB,0.2279305897,0.2629824425,0.1537830129,0.058586386,0.0833074554,0.4219592807,0.0744906485,0.1067534464,0.4331120559
TITLE+OB+S2R,0.2279305897,0.2628800485,0.1533337797,0.058586386,0.0757276604,0.292581186,0.0744906485,0.0936994679,0.257868871
BLIZZARD--T_TITLE+T_OTHER+CODE,0.2279305897,0.2627878757,0.15292939,0.058586386,0.0879673188,0.5014976121,0.0744906485,0.1137686003,0.5272870162
BLIZZARD--OTHER+T_TITLE+S2R+EB,0.2279305897,0.2626963645,0.1525279026,0.058586386,0.0840436921,0.4345259672,0.0744906485,0.1067519152,0.4330915
BLIZZARD--T_OTHER+S2R+CODE,0.2279305897,0.2626877863,0.1524902675,0.058586386,0.0846541551,0.4449458457,0.0744906485,0.1094967154,0.4699390817
BLIZZARD--OB+T_TITLE,0.2279305897,0.2624545041,0.1514667883,0.058586386,0.0908208174,0.5502034431,0.0744906485,0.1170972882,0.5719730001
BLIZZARD--OB+OTHER+T_TITLE,0.2279305897,0.2624421497,0.1514125859,0.058586386,0.083129414,0.4189203267,0.0744906485,0.1066733891,0.4320373265
BLIZZARD--T_TITLE+T_OTHER+S2R,0.2279305897,0.2624136479,0.1512875398,0.058586386,0.086874304,0.4828411494,0.0744906485,0.1110911599,0.4913437073
BLIZZARD--T_OB+OTHER+T_TITLE+S2R+CODE,0.2279305897,0.2621483115,0.1501234292,0.058586386,0.0838469554,0.4311679054,0.0744906485,0.1064389414,0.4288899822
BLIZZARD--OTHER+CODE+T_EB,0.2279305897,0.2621406351,0.1500897506,0.058586386,0.084640532,0.4447133151,0.0744906485,0.1075643937,0.4439986215
OB+T_OTHER,0.2279305897,0.2621116397,0.149962539,0.058586386,0.0810228812,0.3829643143,0.0744906485,0.1034726082,0.3890684303
BLIZZARD--OTHER+T_TITLE+T_S2R+CODE,0.2279305897,0.2619884716,0.1494221636,0.058586386,0.0845299699,0.4428261505,0.0744906485,0.1078847465,0.4482991987
BLIZZARD--TITLE+T_OB+OTHER,0.2279305897,0.2616096413,0.1477601215,0.058586386,0.0849692875,0.4503247812,0.0744906485,0.1072078686,0.439212448
BLIZZARD--T_OB+T_OTHER+S2R,0.2279305897,0.2615560297,0.1475249113,0.058586386,0.0822741861,0.4043226029,0.0744906485,0.1052940677,0.4135206216
BLIZZARD--T_OTHER+CODE+EB,0.2279305897,0.2615412623,0.147460122,0.058586386,0.0854506096,0.4585403778,0.0744906485,0.109014241,0.463462102
BLIZZARD--T_OB+T_TITLE+T_OTHER+T_S2R,0.2279305897,0.2612779347,0.146304825,0.058586386,0.0842292709,0.4376935763,0.0744906485,0.1069760575,0.4361004994
BLIZZARD--OTHER+S2R+T_EB,0.2279305897,0.2612149469,0.1460284783,0.058586386,0.083766551,0.4297954982,0.0744906485,0.106364102,0.4278853009
BLIZZARD--T_OB+T_TITLE+EB,0.2279305897,0.2611026156,0.1455356472,0.058586386,0.0869819562,0.4846786433,0.0744906485,0.1107563583,0.4868491628
BLIZZARD--T_OB+T_TITLE+CODE,0.2279305897,0.2611012809,0.1455297916,0.058586386,0.084907155,0.4492642521,0.0744906485,0.1103846046,0.4818585528
BLIZZARD--OTHER+T_S2R+T_EB,0.2279305897,0.2610716992,0.1454000077,0.058586386,0.0836953678,0.4285804851,0.0744906485,0.1064204542,0.4286418003
BLIZZARD--OTHER+T_S2R+EB,0.2279305897,0.2610029001,0.1450981653,0.058586386,0.0836752089,0.4282363965,0.0744906485,0.1065154603,0.4299172108
BLIZZARD--T_OB+T_TITLE+T_EB,0.2279305897,0.260751918,0.1439970316,0.058586386,0.0860576658,0.4689021046,0.0744906485,0.1091501329,0.4652863829
BLIZZARD--T_OB+T_OTHER+CODE,0.2279305897,0.260682316,0.1436916665,0.058586386,0.0811546225,0.3852129815,0.0744906485,0.1055814261,0.4173782653
BLIZZARD--T_OB+OTHER+T_TITLE+T_EB,0.2279305897,0.26066839,0.143630569,0.058586386,0.0832449361,0.4208921514,0.0744906485,0.1060727942,0.4239746383
BLIZZARD--OB+OTHER+CODE,0.2279305897,0.260624663,0.1434387256,0.058586386,0.0841908556,0.4370378739,0.0744906485,0.1079999257,0.4498454228
BLIZZARD--CODE+T_EB,0.2279305897,0.2605910376,0.1432912007,0.058586386,0.0842644801,0.4382945561,0.0744906485,0.1074578452,0.44256826
BLIZZARD--OTHER+S2R+EB,0.2279305897,0.2603955116,0.1424333697,0.058586386,0.0834327641,0.4240981524,0.0744906485,0.1063226509,0.4273288396
BLIZZARD--OTHER+CODE+EB,0.2279305897,0.2602867867,0.1419563607,0.058586386,0.0846662575,0.4451524182,0.0744906485,0.1076446279,0.4450757249
BLIZZARD--T_OB+OTHER+T_TITLE+T_S2R,0.2279305897,0.2602012925,0.141581272,0.058586386,0.084616163,0.4442973651,0.0744906485,0.107295808,0.4403929911
BLIZZARD--T_OB+T_OTHER+T_S2R,0.2279305897,0.2600166542,0.1407712083,0.058586386,0.0806990159,0.3774363184,0.0744906485,0.102814557,0.3802344205
BLIZZARD--OTHER+T_TITLE+S2R+CODE,0.2279305897,0.2598955273,0.1402397879,0.058586386,0.0840978373,0.4354501612,0.0744906485,0.1069588655,0.4358697058
BLIZZARD--T_OB+S2R+CODE,0.2279305897,0.259851747,0.1400477109,0.058586386,0.0848970333,0.4490914876,0.0744906485,0.1100371296,0.4771938738
BLIZZARD--T_OB+OTHER+T_TITLE+EB,0.2279305897,0.2598362282,0.139979625,0.058586386,0.0834845875,0.4249827153,0.0744906485,0.1063597869,0.4278273726
OB,0.2279305897,0.2596309007,0.1390787915,0.058586386,0.0828561626,0.4142562499,0.0744906485,0.1038409227,0.3940128703
BLIZZARD--S2R+EB,0.2279305897,0.2592415316,0.1373705123,0.058586386,0.0830964877,0.4183583132,0.0744906485,0.1059005479,0.421662317
BLIZZARD--T_OB+OTHER+T_TITLE+S2R,0.2279305897,0.2589670109,0.1361661077,0.058586386,0.082908761,0.4151540413,0.0744906485,0.1050442684,0.4101671894
BLIZZARD--OTHER+T_TITLE+EB,0.2279305897,0.2588693034,0.1357374353,0.058586386,0.0832700498,0.4213208122,0.0744906485,0.1060250604,0.4233338352
BLIZZARD--T_OB+OTHER+T_EB,0.2279305897,0.2588643697,0.1357157896,0.058586386,0.0809731024,0.3821146498,0.0744906485,0.1018760053,0.3676348285
BLIZZARD--TITLE+OTHER,0.2279305897,0.2588327125,0.1355769,0.058586386,0.0832981667,0.4218007341,0.0744906485,0.1054560819,0.4156955809
BLIZZARD--T_OB+EB,0.2279305897,0.2588081611,0.1354691859,0.058586386,0.0859009971,0.466227956,0.0744906485,0.109136615,0.4651049118
BLIZZARD--T_OB+OTHER+S2R+CODE,0.2279305897,0.2587933241,0.1354040916,0.058586386,0.0817360162,0.3951366816,0.0744906485,0.1048495371,0.4075530185
BLIZZARD--T_OTHER+T_EB,0.2279305897,0.2587353908,0.1351499207,0.058586386,0.084212043,0.4373995163,0.0744906485,0.1067674337,0.4332998281
BLIZZARD--S2R+T_EB,0.2279305897,0.2587099004,0.1350380864,0.058586386,0.0831479939,0.4192374636,0.0744906485,0.1048329309,0.4073300881
BLIZZARD--T_OB+OTHER+T_S2R+CODE,0.2279305897,0.2586176297,0.1346332673,0.058586386,0.0819441981,0.3986900995,0.0744906485,0.1049545288,0.4089624799
BLIZZARD--T_OB+T_TITLE+S2R,0.2279305897,0.2585578922,0.134371181,0.058586386,0.0855651781,0.4604959245,0.0744906485,0.1083137302,0.4540580916
TITLE+OB+T_S2R,0.2279305897,0.2585515135,0.1343431957,0.058586386,0.0723851479,0.2355284699,0.0744906485,0.0911091323,0.2230949002
BLIZZARD--T_OTHER+T_S2R+CODE,0.2279305897,0.2584797776,0.1340284686,0.058586386,0.0822838591,0.404487708,0.0744906485,0.1046585009,0.4049884515
BLIZZARD--T_OB+OTHER+T_TITLE+CODE,0.2279305897,0.2583765608,0.1335756257,0.058586386,0.0823126864,0.404979757,0.0744906485,0.1049871029,0.4093997714
BLIZZARD--T_TITLE+EB,0.2279305897,0.2583372731,0.1334032587,0.058586386,0.086439866,0.4754258085,0.0744906485,0.1101411471,0.4785902573
BLIZZARD--T_S2R+EB,0.2279305897,0.2582106736,0.1328478286,0.058586386,0.0833384954,0.4224890979,0.0744906485,0.1060562378,0.4237523766
BLIZZARD--T_OB+OTHER+EB,0.2279305897,0.2581830418,0.1327265996,0.058586386,0.0807502287,0.3783104608,0.0744906485,0.1016975402,0.3652390234
BLIZZARD--T_TITLE+T_OTHER+T_S2R,0.2279305897,0.2581506285,0.1325843928,0.058586386,0.0838332016,0.4309331435,0.0744906485,0.1060815728,0.4240924867
BLIZZARD--OTHER+T_TITLE+T_EB,0.2279305897,0.2580668469,0.1322168178,0.058586386,0.0818048068,0.3963108547,0.0744906485,0.1045598208,0.4036637208
BLIZZARD--OB,0.2279305897,0.2574784919,0.1296355274,0.058586386,0.0897123702,0.5312835664,0.0744906485,0.1138443246,0.528303578
BLIZZARD--T_OTHER+EB,0.2279305897,0.256969142,0.1274008561,0.058586386,0.0853260368,0.4564140681,0.0744906485,0.1085767505,0.4575890085
BLIZZARD--T_OB+T_TITLE+T_OTHER,0.2279305897,0.2569623111,0.1273708869,0.058586386,0.0852959076,0.4558997978,0.0744906485,0.110318405,0.4809698561
TITLE+T_OB,0.2279305897,0.2569426978,0.1272848375,0.058586386,0.0798646338,0.363194407,0.0744906485,0.0991427827,0.3309426711
BLIZZARD--T_S2R+T_EB,0.2279305897,0.256841252,0.1268397645,0.058586386,0.0830404244,0.4174013802,0.0744906485,0.1049398547,0.4087654866
BLIZZARD--OTHER+T_TITLE+T_S2R,0.2279305897,0.2567526969,0.1264512465,0.058586386,0.0841186842,0.4358059931,0.0744906485,0.1070557705,0.4371706075
BLIZZARD--CODE+EB,0.2279305897,0.2567252157,0.1263306781,0.058586386,0.0837548534,0.4295958339,0.0744906485,0.1066218064,0.4313448539
TITLE+OB+T_OTHER+S2R,0.2279305897,0.2557629499,0.1221089292,0.058586386,0.0729236648,0.2447203134,0.0744906485,0.0925695482,0.2427002595
TITLE+T_OTHER,0.2279305897,0.2551738898,0.1195245454,0.058586386,0.0782851921,0.3362352138,0.0744906485,0.1002556386,0.3458822102
TITLE+S2R,0.2279305897,0.2551597508,0.1194625134,0.058586386,0.0748780631,0.2780795707,0.0744906485,0.0932131723,0.2513405933
BLIZZARD--T_TITLE+T_EB,0.2279305897,0.2547474464,0.1176536101,0.058586386,0.0840600298,0.4348048318,0.0744906485,0.1072723782,0.4400784586
BLIZZARD--T_TITLE+CODE,0.2279305897,0.2547093004,0.1174862521,0.058586386,0.0838981212,0.4320412441,0.0744906485,0.109051925,0.4639679904
OB+S2R,0.2279305897,0.2544302412,0.1162619356,0.058586386,0.0739113243,0.2615784872,0.0744906485,0.0913737898,0.226647796
BLIZZARD--T_OB+T_TITLE+T_S2R,0.2279305897,0.2543646389,0.1159741186,0.058586386,0.0848897995,0.4489680146,0.0744906485,0.1070255177,0.4367644782
BLIZZARD--OB+OTHER,0.2279305897,0.2540166916,0.1144475688,0.058586386,0.0799641375,0.3648928174,0.0744906485,0.1028385102,0.3805559801
BLIZZARD--T_OB+T_EB,0.2279305897,0.254009816,0.1144174035,0.058586386,0.0841804553,0.4368603518,0.0744906485,0.1045964554,0.4041555225
TITLE+T_OB+T_OTHER,0.2279305897,0.253829579,0.1136266498,0.058586386,0.0781279341,0.3335510067,0.0744906485,0.096984073,0.3019630644
BLIZZARD--T_TITLE+T_OTHER,0.2279305897,0.2538020091,0.1135056925,0.058586386,0.0831955004,0.4200483419,0.0744906485,0.1079938458,0.4497638024
BLIZZARD--OTHER+T_TITLE+S2R,0.2279305897,0.2537367634,0.1132194398,0.058586386,0.0827270217,0.4120519679,0.0744906485,0.1047584863,0.4063307069
TITLE+T_OB+T_OTHER+S2R,0.2279305897,0.2534759202,0.1120750424,0.058586386,0.0705927459,0.204934297,0.0744906485,0.0890272343,0.1951464531
BLIZZARD--OTHER+T_TITLE+CODE,0.2279305897,0.2531403534,0.1106028102,0.058586386,0.081566883,0.3922497786,0.0744906485,0.104245628,0.3994458386
TITLE+T_OTHER+S2R,0.2279305897,0.2529432979,0.1097382681,0.058586386,0.0714673846,0.2198633413,0.0744906485,0.0901407262,0.2100945285
TITLE+T_OB+S2R,0.2279305897,0.2529145824,0.1096122846,0.058586386,0.0705229898,0.2037436433,0.0744906485,0.0892224615,0.1977672811
OB+T_S2R,0.2279305897,0.2528322034,0.1092508631,0.058586386,0.0705833725,0.2047743051,0.0744906485,0.0883205278,0.1856592683
BLIZZARD--T_OB+CODE,0.2279305897,0.252761049,0.1089386877,0.058586386,0.0786821215,0.3430103266,0.0744906485,0.103100455,0.384072459
